customer_id,open_date,gender,age,married,number_of_dependents,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charge,total_revenue,churn_category,churn_date,churn_reason
0623-EJQEG,2020-03-21,Male,50,No,0,3,Stayed,5774,0,65,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,One Year,Bank Withdrawal,93.55,6276.05,,,
3317-VLGQT,2024-06-18,Female,50,Yes,0,4,Stayed,3157,7,14,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,78.1,1184.7,,,
3069-SSVSN,2025-07-04,Female,50,No,0,3,Joined,4467,0,1,No Offer,No,No,Yes,DSL,No,No,No,No,No,No,One Year,Credit Card,25.85,25.85,,,
9746-UGFAC,2023-10-20,Female,50,No,0,5,Stayed,3171,0,22,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,20.85,676.15,,,
7208-PSIHR,2019-10-09,Female,50,Yes,0,4,Stayed,5583,9,70,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.3,7600.7,,,
3736-BLEPA,2023-04-05,Male,50,No,0,5,Stayed,2886,0,28,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,91.25,2866.97,,,
6856-RAURS,2025-06-01,Female,50,No,0,4,Joined,2044,0,2,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,74.9,218.21,,,
2101-RANCD,2021-01-10,Female,50,No,0,4,Stayed,5832,0,55,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,73.1,4636.05,,,
6953-PBDIN,2019-10-26,Male,50,Yes,0,4,Stayed,6466,4,70,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,72.95,8026.15,,,
9617-UDPEU,2023-10-05,Female,50,No,0,3,Stayed,2691,0,22,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,19.25,1191.35,,,
3590-TCXTB,2025-07-18,Male,50,No,0,5,Joined,2648,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,20.35,52.32,,,
5626-MGTUK,2023-12-14,Female,50,No,0,3,Stayed,3027,0,20,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,89.1,2388.42,,,
9609-BENEA,2022-09-12,Male,50,Yes,0,3,Stayed,5283,6,35,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,69.0,4050.65,,,
5392-AKEMH,2024-08-12,Female,50,No,0,4,Stayed,5624,0,12,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,45.05,897.74,,,
6323-AYBRX,2020-09-02,Male,51,No,0,3,Churned,5084,0,59,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.35,2656.55,Price,2025-08-06,Price too high
6432-TWQLB,2025-03-01,Male,51,Yes,0,3,Churned,3676,1,5,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,85.4,567.18,Dissatisfaction,2025-08-04,Network reliability
8205-OTCHB,2023-10-01,Male,51,No,0,3,Churned,3099,0,22,Offer D,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,One Year,Bank Withdrawal,43.75,903.6,Dissatisfaction,2025-08-02,Network reliability
9282-IZGQK,2025-07-24,Female,51,No,0,3,Churned,5679,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.0,115.52,Other,2025-08-29,Don't know
5138-WVKYJ,2024-10-18,Male,51,No,0,1,Churned,3658,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,98.55,1284.25,Competitor,2025-08-21,Competitor made better offer
6400-BWQKW,2025-02-26,Female,51,No,0,1,Churned,3263,0,6,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,79.05,552.94,Dissatisfaction,2025-08-31,Network reliability
5875-YPQFJ,2025-07-24,Male,51,No,0,3,Churned,5367,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.9,115.56,Competitor,2025-08-24,Competitor offered higher download speeds
9878-TNQGW,2025-06-21,Male,51,No,0,3,Churned,3533,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.95,205.81,Competitor,2025-08-26,Competitor made better offer
8257-RZAHR,2024-06-18,Female,51,Yes,0,1,Churned,4049,1,14,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,64.7,1226.6,Competitor,2025-08-21,Competitor offered more data
3334-CTHOL,2025-07-12,Female,51,No,0,2,Churned,2041,0,1,No Offer,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,49.95,93.44,Competitor,2025-08-17,Competitor had better devices
3703-VAVCL,2025-06-12,Male,51,Yes,0,2,Churned,3902,1,2,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Credit Card,90.0,283.89,Competitor,2025-08-12,Competitor made better offer
7459-RRWQZ,2024-05-17,Female,51,No,0,1,Churned,4780,0,15,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,64.65,1708.1,Competitor,2025-08-22,Competitor made better offer
4816-LXZYW,2023-09-10,Female,51,No,0,1,Churned,5216,0,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,79.15,2446.07,Competitor,2025-08-11,Competitor had better devices
0565-IYCGT,2019-11-12,Male,51,No,0,1,Churned,6230,0,69,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One Year,Credit Card,78.6,7383.67,Competitor,2025-08-16,Competitor made better offer
4529-CKBCL,2025-06-22,Female,51,No,0,2,Churned,4381,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,80.2,255.63,Attitude,2025-08-24,Attitude of service provider
3550-SAHFP,2022-11-22,Female,51,No,0,2,Churned,5456,0,33,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,83.35,3467.42,Price,2025-08-25,Price too high
8869-TORSS,2021-08-09,Female,51,No,0,1,Churned,2681,0,48,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,One Year,Credit Card,60.35,4524.08,Dissatisfaction,2025-08-09,Poor expertise of phone support
7780-OTDSO,2024-02-17,Male,51,Yes,0,1,Churned,2421,1,18,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,99.4,1946.35,Attitude,2025-08-17,Attitude of support person
5590-BYNII,2023-10-14,Male,51,No,0,2,Churned,4152,0,22,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.75,2885.46,Other,2025-08-15,Don't know
2141-RRYGO,2025-04-17,Female,51,No,0,3,Churned,5274,0,4,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,68.65,303.81,Other,2025-08-20,Poor expertise of online support
3884-HCSWG,2024-03-13,Female,51,No,0,1,Churned,4390,0,17,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.0,1354.72,Attitude,2025-08-17,Attitude of support person
8625-AZYZY,2023-08-06,Male,51,Yes,0,3,Churned,4734,2,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,104.65,2614.45,Competitor,2025-08-10,Competitor made better offer
2984-MIIZL,2025-04-14,Male,51,No,0,1,Churned,5882,0,4,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,74.8,350.94,Dissatisfaction,2025-08-18,Network reliability
3683-QKIUE,2025-02-06,Female,51,No,0,2,Churned,4713,0,6,Offer E,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Bank Withdrawal,50.8,419.51,Competitor,2025-08-08,Competitor offered higher download speeds
4603-JANFB,2025-07-02,Male,51,No,0,1,Churned,4548,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.85,81.98,Competitor,2025-08-06,Competitor had better devices
3235-ETOOB,2024-12-25,Male,51,Yes,0,2,Churned,3683,1,8,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.5,993.18,Competitor,2025-08-26,Competitor made better offer
7240-ETPTR,2024-11-25,Female,51,Yes,0,2,Churned,4359,1,9,No Offer,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,48.75,452.2,Price,2025-08-27,Lack of affordable download/upload speed
8364-TRMMK,2025-05-22,Female,51,No,0,1,Churned,2876,0,3,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Mailed Check,50.65,218.98,Dissatisfaction,2025-08-25,Lack of self-service on Website
4077-CROMM,2023-01-10,Female,51,Yes,0,1,Churned,5000,4,31,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.2,3342.07,Dissatisfaction,2025-08-10,Product dissatisfaction
7739-LAXOG,2022-12-03,Female,51,Yes,0,1,Churned,3590,1,32,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,91.05,4525.94,Competitor,2025-08-03,Competitor offered more data
6034-ZRYCV,2019-08-26,Female,51,Yes,0,3,Churned,4481,1,72,Offer A,No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,54.2,3937.45,Competitor,2025-08-31,Competitor offered more data
1444-VVSGW,2019-10-21,Male,51,Yes,0,2,Churned,5563,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,115.65,9180.75,Dissatisfaction,2025-08-26,Product dissatisfaction
1031-IIDEO,2025-07-25,Female,51,No,0,3,Churned,2874,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.85,97.9,Dissatisfaction,2025-08-29,Network reliability
5294-CDGWY,2021-05-20,Male,51,Yes,0,1,Churned,5633,1,51,No Offer,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One Year,Bank Withdrawal,59.3,3014.65,Other,2025-08-25,Don't know
7660-HDPJV,2025-07-16,Female,51,No,0,2,Churned,2637,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.2,79.28,Dissatisfaction,2025-08-18,Poor expertise of online support
0093-XWZFY,2022-04-15,Male,51,No,0,1,Churned,2832,0,40,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Credit Card,104.5,5544.45,Competitor,2025-08-17,Competitor had better devices
4808-YNLEU,2022-09-22,Female,51,Yes,0,4,Stayed,5255,1,35,Offer C,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,One Year,Bank Withdrawal,62.15,3074.0,,,
9073-ZZIAY,2020-06-03,Male,51,Yes,0,4,Stayed,5769,2,62,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.1,7893.65,,,
8544-GOQSH,2024-06-17,Female,51,No,0,5,Stayed,4400,0,14,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Credit Card,80.05,1135.96,,,
2040-LDIWQ,2020-03-24,Male,51,Yes,0,5,Stayed,5256,8,65,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,84.2,8026.55,,,
2294-SALNE,2023-09-09,Male,51,Yes,0,4,Stayed,3200,2,23,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,Credit Card,86.8,2413.29,,,
4091-TVOCN,2021-08-07,Male,51,No,0,3,Stayed,2257,0,48,Offer B,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,One Year,Credit Card,78.75,3843.89,,,
3583-KRKMD,2024-02-08,Male,51,No,0,4,Stayed,4668,0,18,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Bank Withdrawal,75.9,1840.6,,,
1708-PBBOA,2022-02-17,Female,51,No,0,3,Stayed,3179,0,42,No Offer,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,54.75,2428.45,,,
2501-XWWTZ,2024-09-13,Male,51,No,0,5,Stayed,2535,0,11,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.2,771.16,,,
2001-MCUUW,2021-10-14,Male,51,No,0,4,Stayed,4210,0,46,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,108.65,6628.2,,,
4059-IIEBK,2025-01-25,Female,51,No,0,3,Stayed,4025,0,7,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,78.55,761.08,,,
9944-AEXBM,2022-12-21,Male,51,No,0,3,Stayed,2383,0,32,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.65,3849.58,,,
4102-HLENU,2020-01-16,Female,51,Yes,0,3,Stayed,5441,5,67,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,Two Year,Credit Card,65.65,5852.46,,,
5223-UZAVK,2020-04-18,Male,51,No,0,5,Stayed,4986,0,64,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,Credit Card,100.3,7240.6,,,
1219-NNDDO,2024-11-18,Female,51,No,0,5,Stayed,4834,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,76.85,1045.24,,,
7398-SKNQZ,2025-05-19,Female,51,Yes,0,5,Joined,2330,5,3,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.9,282.11,,,
1927-QEWMY,2019-08-10,Female,51,Yes,0,4,Stayed,6302,6,72,Offer A,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.5,4663.77,,,
7459-IMVYU,2022-06-13,Male,51,No,0,3,Stayed,5858,0,38,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,69.95,3811.55,,,
7996-MHXLW,2020-02-03,Female,51,No,0,5,Stayed,6141,0,66,Offer A,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,25.15,3054.42,,,
6050-FFXES,2019-11-14,Female,51,Yes,0,5,Stayed,5268,3,69,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,105.35,8304.26,,,
7176-WRTNX,2019-10-21,Male,51,No,0,3,Stayed,4511,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,114.95,8735.35,,,
5630-IXDXV,2021-09-13,Female,51,No,0,4,Stayed,3723,0,47,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,5532.48,,,
8869-LIHMK,2020-04-14,Female,51,No,0,3,Stayed,5213,0,64,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.1,10169.89,,,
8565-HBFNN,2019-11-13,Male,51,Yes,0,4,Stayed,5935,8,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Credit Card,107.2,9619.63,,,
2323-ARSVR,2020-01-15,Male,51,Yes,0,3,Stayed,6103,8,67,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,111.05,10462.68,,,
5353-WILCI,2023-04-26,Female,51,No,0,3,Stayed,4468,0,28,Offer C,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,56.05,2867.73,,,
5310-NOOVA,2021-10-23,Male,51,No,0,5,Stayed,4006,0,46,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,19.95,1524.37,,,
0867-LDTTC,2025-03-15,Male,51,No,0,4,Stayed,5900,0,5,No Offer,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,75.15,621.1,,,
6568-POCUI,2021-11-17,Female,51,Yes,0,5,Stayed,3363,3,45,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Credit Card,95.2,6452.75,,,
2000-MPKCA,2020-10-13,Female,51,No,0,3,Stayed,5121,0,58,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Bank Withdrawal,107.75,9041.35,,,
2558-BUOZZ,2021-09-05,Male,51,No,0,4,Stayed,5022,0,47,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Bank Withdrawal,94.8,6424.26,,,
3199-XGZCY,2024-12-11,Female,51,No,0,4,Stayed,2332,0,8,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,75.25,727.26,,,
7011-CVEUC,2023-07-23,Male,51,Yes,0,5,Stayed,4535,7,25,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,95.7,2433.6,,,
8819-ZBYNA,2020-10-18,Female,51,Yes,0,3,Stayed,4935,6,58,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,109.1,8548.35,,,
8439-LTUGF,2024-10-23,Male,51,No,0,4,Stayed,4802,0,10,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,20.0,389.6,,,
4676-WLUHT,2021-02-17,Male,51,No,0,3,Stayed,6143,0,54,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,Bank Withdrawal,46.2,2431.95,,,
7998-WNZEM,2019-09-07,Male,51,No,0,4,Stayed,5447,0,71,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,80.6,6579.37,,,
8582-KRHPJ,2021-06-18,Male,51,No,0,3,Stayed,5629,0,50,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-Month,Credit Card,35.0,1782.4,,,
9134-WYRVP,2021-05-21,Male,51,No,0,3,Stayed,5311,0,51,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,Credit Card,86.35,5659.45,,,
4737-HOBAX,2020-05-19,Male,51,Yes,0,4,Stayed,4073,5,63,No Offer,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.8,5668.46,,,
2697-NQBPF,2022-10-09,Male,51,No,0,3,Stayed,5503,0,34,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.35,4492.65,,,
3709-OIJEA,2023-06-10,Male,51,No,0,5,Stayed,5156,0,26,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,Bank Withdrawal,85.2,2957.32,,,
0599-XNYDO,2023-12-13,Female,51,Yes,0,5,Stayed,5456,0,20,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.8,2410.15,,,
3932-IJWDZ,2021-11-24,Male,51,No,0,5,Stayed,2183,0,45,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.65,5861.6,,,
9717-QEBGU,2025-06-16,Male,51,No,0,4,Joined,2980,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.3,147.14,,,
8727-XDPUD,2022-07-02,Male,51,No,0,3,Stayed,5658,0,37,No Offer,No,No,Yes,DSL,No,No,No,No,Yes,No,Two Year,Credit Card,35.8,1416.9,,,
7808-DVWEP,2025-05-11,Male,51,Yes,0,3,Joined,3985,3,3,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.0,142.83,,,
2320-YKQBO,2025-01-12,Female,51,No,0,5,Stayed,4764,0,7,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.3,196.19,,,
5018-HEKFO,2024-10-02,Female,51,No,0,3,Stayed,5594,0,10,Offer D,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,24.5,440.25,,,
9752-ZNQUT,2025-07-18,Female,51,No,0,5,Joined,3704,0,1,Offer E,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,48.6,56.59,,,
9214-EKVXR,2025-07-11,Female,51,No,0,4,Joined,4138,0,1,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Credit Card,44.0,70.15,,,
0212-ISBBF,2023-10-19,Female,51,No,0,3,Stayed,2875,0,22,No Offer,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,50.35,1098.85,,,
0440-MOGPM,2022-03-23,Female,51,No,0,3,Stayed,4176,0,41,No Offer,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One Year,Bank Withdrawal,80.55,3516.46,,,
0164-XAIRP,2023-08-13,Female,51,No,0,5,Stayed,2511,0,24,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,19.55,725.56,,,
6994-KERXL,2025-04-04,Male,51,No,0,3,Stayed,3545,0,4,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.9,309.3,,,
4926-UMJZD,2023-01-09,Female,51,Yes,0,5,Stayed,2157,4,31,No Offer,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Credit Card,49.2,1635.75,,,
1264-FUHCX,2021-07-10,Female,51,Yes,0,5,Stayed,5913,1,49,Offer B,No,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One Year,Credit Card,56.3,2780.6,,,
2823-LKABH,2024-02-26,Female,51,No,0,4,Stayed,4524,0,18,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.05,1774.31,,,
9512-UIBFX,2024-02-15,Male,52,Yes,0,3,Churned,4643,6,18,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Credit Card,95.15,1796.96,Other,2025-08-17,Don't know
7989-CHGTL,2025-07-10,Male,52,No,0,1,Churned,3448,0,1,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.6,33.77,Competitor,2025-08-13,Competitor made better offer
9399-APLBT,2025-07-12,Female,52,Yes,0,1,Churned,5980,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,74.7,96.61,Competitor,2025-08-14,Competitor had better devices
2359-KMGLI,2023-08-03,Male,52,No,0,1,Churned,4418,0,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,80.25,3044.7,Competitor,2025-08-03,Competitor had better devices
2817-NTQDO,2024-07-04,Male,52,No,0,3,Churned,4856,0,13,Offer D,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,Credit Card,45.55,597.0,Dissatisfaction,2025-08-07,Poor expertise of online support
0719-SYFRB,2024-08-22,Female,52,No,0,1,Churned,5670,0,12,Offer D,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-Month,Mailed Check,61.65,1148.63,Competitor,2025-08-22,Competitor offered higher download speeds
7538-GWHML,2025-06-06,Female,52,No,0,2,Churned,2323,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.65,160.43,Competitor,2025-08-10,Competitor made better offer
4124-MMETB,2023-10-01,Male,52,No,0,2,Churned,3665,0,22,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,94.65,3162.71,Competitor,2025-08-01,Competitor offered higher download speeds
5469-CTCWN,2020-07-10,Male,52,Yes,0,1,Churned,4334,1,61,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,106.0,9411.65,Competitor,2025-08-12,Competitor offered higher download speeds
7181-BQYBV,2025-07-25,Female,52,Yes,0,1,Churned,4811,1,1,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,102.45,128.33,Attitude,2025-08-29,Attitude of service provider
5766-ZJYBB,2025-07-11,Male,52,No,0,2,Churned,4152,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Mailed Check,19.4,22.54,Dissatisfaction,2025-08-11,Service dissatisfaction
2115-BFTIW,2023-07-21,Male,52,No,0,1,Churned,4881,0,25,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,70.95,2410.1,Dissatisfaction,2025-08-22,Product dissatisfaction
1481-ZUWZA,2023-04-06,Male,52,No,0,1,Churned,5433,0,28,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Credit Card,94.5,3653.96,Dissatisfaction,2025-08-07,Service dissatisfaction
6715-OFDBP,2025-03-15,Male,52,No,0,1,Churned,4944,0,5,No Offer,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,70.05,417.7,Price,2025-08-17,Price too high
4658-HCOHW,2023-11-21,Female,52,Yes,0,1,Churned,3123,1,21,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,102.8,2460.22,Competitor,2025-08-21,Competitor had better devices
